  0.999800026       1.99979991E-02
  0.999200106       3.99879999E-02
  0.998200476       5.99620044E-02
  0.996801615       7.99120218E-02
  0.995003998       9.98300835E-02
  0.992808402      0.119708203    
  0.990215659      0.139538452    
  0.987226844      0.159312874    
  0.983843148      0.179023564    
  0.980065942      0.198662654    
  0.975896657      0.218222290    
  0.971337020      0.237694621    
  0.966388881      0.257071882    
  0.961054146      0.276346296    
  0.955335021      0.295510203    
  0.949233770      0.314555883    
  0.942752779      0.333475739    
  0.935894728      0.352262229    
  0.928662300      0.370907784    
  0.921058416      0.389405012    
  0.913086116      0.407746434    
  0.904748559      0.425924808    
  0.896049082      0.443932772    
  0.886991262      0.461763173    
  0.877578557      0.479408860    
  0.867814898      0.496862799    
  0.857704043      0.514118016    
  0.847250164      0.531167507    
  0.836457372      0.548004627    
  0.825329959      0.564622462    
  0.813872457      0.581014514    
  0.802089393      0.597174108    
  0.789985478      0.613094866    
  0.777565598      0.628770411    
  0.764834702      0.644194365    
  0.751797855      0.659360707    
  0.738460243      0.674263299    
  0.724827290      0.688896179    
  0.710904419      0.703253508    
  0.696697176      0.717329502    
  0.682211220      0.731118560    
  0.667452395      0.744615197    
  0.652426600      0.757813990    
  0.637139857      0.770709693    
  0.621598244      0.783297062    
  0.605807960      0.795571089    
  0.589775383      0.807526946    
  0.573506892      0.819159746    
  0.557008982      0.830464959    
  0.540288329      0.841437876    
  0.523351490      0.852074325    
  0.506205320      0.862369895    
  0.488856703      0.872320473    
  0.471312523      0.881922185    
  0.453579813      0.891171098    
  0.435665667      0.900063574    
  0.417577267      0.908595979    
  0.399321824      0.916764975    
  0.380906671      0.924567282    
  0.362339139      0.931999743    
  0.343626678      0.939059377    
  0.324776769      0.945743442    
  0.305796951      0.952049136    
  0.286694795      0.957974076    
  0.267477989      0.963515818    
  0.248154163      0.968672097    
  0.228731096      0.973440945    
  0.209216535      0.977820456    
  0.189618275      0.981808782    
  0.169944182      0.985404432    
  0.150202096      0.988605857    
  0.130399942      0.991411924    
  0.110545628      0.993821383    
   9.06470940E-02  0.995833278    
   7.07122982E-02  0.997446895    
   5.07492162E-02  0.998661518    
   3.07658371E-02  0.999476671    
   1.07701523E-02  0.999891996    
  -9.22984164E-03  0.999907434    
  -2.92261429E-02  0.999522865    
  -4.92107533E-02  0.998738468    
  -6.91756830E-02  0.997554600    
  -8.91129375E-02  0.995971739    
 -0.109014548      0.993990421    
 -0.128872558      0.991611600    
 -0.148679018      0.988836050    
 -0.168425992      0.985665023    
 -0.188105613      0.982099712    
 -0.207709983      0.978141546    
 -0.227231279      0.973792136    
 -0.246661663      0.969053209    
 -0.265993387      0.963926673    
 -0.285218745      0.958414555    
 -0.304329991      0.952519059    
 -0.323319495      0.946242571    
 -0.342179686      0.939587533    
 -0.360902995      0.932556748    
 -0.379481941      0.925152898    
 -0.397909105      0.917378962    
 -0.416177094      0.909238100    
 -0.434278637      0.900733531    
 -0.452206463      0.891868711    
 -0.469953388      0.882647097    
 -0.487512320      0.873072445    
 -0.504876256      0.863148570    
 -0.522038281      0.852879405    
 -0.538991451      0.842269123    
 -0.555729032      0.831321895    
 -0.572244346      0.820042193    
 -0.588530719      0.808434427    
 -0.604581714      0.796503305    
 -0.620390832      0.784253597    
 -0.635951877      0.771690130    
 -0.651258469      0.758818030    
 -0.666304588      0.745642424    
 -0.681084156      0.732168555    
 -0.695591331      0.718401790    
 -0.709820211      0.704347670    
 -0.723765194      0.690011799    
 -0.737420678      0.675399959    
 -0.750781238      0.660517931    
 -0.763841391      0.645371675    
 -0.776596069      0.629967332    
 -0.789040089      0.614310980    
 -0.801168501      0.598408878    
 -0.812976480      0.582267463    
 -0.824459195      0.565893054    
 -0.835612178      0.549292386    
 -0.846430898      0.532471955    
 -0.856911063      0.515438497    
 -0.867048442      0.498198926    
 -0.876839042      0.480760038    
 -0.886278868      0.463128865    
 -0.895364165      0.445312440    
 -0.904091358      0.427317888    
 -0.912456870      0.409152389    
 -0.920457423      0.390823245    
 -0.928089797      0.372337788    
 -0.935350955      0.353703380    
 -0.942237973      0.334927499    
 -0.948748052      0.316017628    
 -0.954878628      0.296981364    
 -0.960627317      0.277826309    
 -0.965991735      0.258560121    
 -0.970969737      0.239190504    
 -0.975559354      0.219725206    
 -0.979758739      0.200172037    
 -0.983566225      0.180538774    
 -0.986980259      0.160833314    
 -0.989999533      0.141063511    
 -0.992622793      0.121237293    
 -0.994849026      0.101362579    
 -0.996677339       8.14473182E-02
 -0.998106897       6.14994727E-02
 -0.999137282       4.15270291E-02
 -0.999768019       2.15379782E-02
 -0.999998808       1.54031045E-03
 -0.999829590      -1.84579734E-02
 -0.999260485      -3.84488739E-02
 -0.998291671      -5.84243946E-02
 -0.996923506      -7.83765465E-02
 -0.995156586      -9.82973501E-02
 -0.992991626     -0.118178830    
 -0.990429461     -0.138013035    
 -0.987471104     -0.157792047    
 -0.984117746     -0.177507937    
 -0.980370760     -0.197152823    
 -0.976231635     -0.216718838    
 -0.971702039     -0.236198172    
 -0.966783702     -0.255583048    
 -0.961478710     -0.274865657    
 -0.955789089     -0.294038326    
 -0.949717164     -0.313093394    
 -0.943265378     -0.332023233    
 -0.936436236     -0.350820243    
 -0.929232538     -0.369476914    
 -0.921657145     -0.387985826    
 -0.913713098     -0.406339526    
 -0.905403614     -0.424530685    
 -0.896731913     -0.442552060    
 -0.887701511     -0.460396379    
 -0.878316045     -0.478056550    
 -0.868579268     -0.495525509    
 -0.858494997     -0.512796223    
 -0.848067403     -0.529861867    
 -0.837300539     -0.546715558    
 -0.826198757     -0.563350558    
 -0.814766526     -0.579760194    
 -0.803008378     -0.595937967    
 -0.790929019     -0.611877322    
 -0.778533280     -0.627571940    
 -0.765826106     -0.643015563    
 -0.752812684     -0.658201933    
 -0.739498079     -0.673125029    
 -0.725887656     -0.687778890    
 -0.711986899     -0.702157617    
 -0.697801352     -0.716255546    
 -0.683336675     -0.730066895    
 -0.668598652     -0.743586242    
 -0.653593242     -0.756808162    
 -0.638326347     -0.769727349    
 -0.622804165     -0.782338679    
 -0.607032776     -0.794637024    
 -0.591018677     -0.806617558    
 -0.574768126     -0.818275392    
 -0.558287621     -0.829605997    
 -0.541583836     -0.840604722    
 -0.524663448     -0.851267159    
 -0.507533193     -0.861589134    
 -0.490199894     -0.871566474    
 -0.472670525     -0.881195188    
 -0.454952091     -0.890471399    
 -0.437051654     -0.899391413    
 -0.418976426     -0.907951713    
 -0.400733590     -0.916148782    
 -0.382330477     -0.923979461    
 -0.363774419     -0.931440473    
 -0.345072865     -0.938528955    
 -0.326233268     -0.945242047    
 -0.307263166     -0.951577008    
 -0.288170189     -0.957531333    
 -0.268961936     -0.963102639    
 -0.249646083     -0.968288720    
 -0.230230376     -0.973087490    
